,disease,disease_label_doid,taxon_doid,taxon_label_doid,symptom,symptom_label,tax_id
181,http://purl.obolibrary.org/obo/DOID_4411,hepatitis E,http://purl.obolibrary.org/obo/NCBITaxon_12461,Hepatitis E virus,,,12461
182,http://purl.obolibrary.org/obo/DOID_0050352,foodborne botulism,http://purl.obolibrary.org/obo/NCBITaxon_36827,Clostridium botulinum B,,,36827
183,http://purl.obolibrary.org/obo/DOID_0050352,foodborne botulism,http://purl.obolibrary.org/obo/NCBITaxon_36826,Clostridium botulinum A,,,36826
184,http://purl.obolibrary.org/obo/DOID_0050352,foodborne botulism,http://purl.obolibrary.org/obo/NCBITaxon_36831,Clostridium botulinum F,,,36831
185,http://purl.obolibrary.org/obo/DOID_0050352,foodborne botulism,http://purl.obolibrary.org/obo/NCBITaxon_36830,Clostridium botulinum E,,,36830
186,http://purl.obolibrary.org/obo/DOID_0050521,Oropouche fever,http://purl.obolibrary.org/obo/NCBITaxon_118655,Oropouche virus,,,118655
187,http://purl.obolibrary.org/obo/DOID_10845,St. Louis encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11080,St. Louis encephalitis virus,,,11080
188,http://purl.obolibrary.org/obo/DOID_1563,dermatomycosis,http://purl.obolibrary.org/obo/NCBITaxon_4890,Ascomycota,,,4890
189,http://purl.obolibrary.org/obo/DOID_1563,dermatomycosis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,,,4751
190,http://purl.obolibrary.org/obo/DOID_14115,toxic shock syndrome,http://purl.obolibrary.org/obo/NCBITaxon_1280,Staphylococcus aureus,,,1280
191,http://purl.obolibrary.org/obo/DOID_14115,toxic shock syndrome,http://purl.obolibrary.org/obo/NCBITaxon_1314,Streptococcus pyogenes,,,1314
192,http://purl.obolibrary.org/obo/DOID_7426,cutaneous anthrax,http://purl.obolibrary.org/obo/NCBITaxon_1392,Bacillus anthracis,,,1392
193,http://purl.obolibrary.org/obo/DOID_13622,campylobacteriosis,http://purl.obolibrary.org/obo/NCBITaxon_197,Campylobacter jejuni,,,197
194,http://purl.obolibrary.org/obo/DOID_0050135,subcutaneous mycosis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,,,4751
195,http://purl.obolibrary.org/obo/DOID_10242,ehrlichiosis,http://purl.obolibrary.org/obo/NCBITaxon_945,Ehrlichia chaffeensis,,,945
196,http://purl.obolibrary.org/obo/DOID_10242,ehrlichiosis,http://purl.obolibrary.org/obo/NCBITaxon_948,Anaplasma phagocytophilum,,,948
197,http://purl.obolibrary.org/obo/DOID_2043,hepatitis B,http://purl.obolibrary.org/obo/NCBITaxon_10407,Hepatitis B virus,,,10407
198,http://purl.obolibrary.org/obo/DOID_11186,allescheriosis,http://purl.obolibrary.org/obo/NCBITaxon_5597,Scedosporium boydii,,,5597
199,http://purl.obolibrary.org/obo/DOID_12155,lymphocytic choriomeningitis,http://purl.obolibrary.org/obo/NCBITaxon_11623,Lymphocytic choriomeningitis mammarenavirus,,,11623
200,http://purl.obolibrary.org/obo/DOID_14484,sporotrichosis,http://purl.obolibrary.org/obo/NCBITaxon_29908,Sporothrix schenckii,,,29908
201,http://purl.obolibrary.org/obo/DOID_0050201,nephropathia epidemica,http://purl.obolibrary.org/obo/NCBITaxon_11604,Puumala virus,,,11604
202,http://purl.obolibrary.org/obo/DOID_7033,anisakiasis,http://purl.obolibrary.org/obo/NCBITaxon_6271,Pseudoterranova decipiens,,,6271
203,http://purl.obolibrary.org/obo/DOID_7033,anisakiasis,http://purl.obolibrary.org/obo/NCBITaxon_6269,Anisakis simplex,,,6269
204,http://purl.obolibrary.org/obo/DOID_4953,poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12083,Human poliovirus 2,,,12083
205,http://purl.obolibrary.org/obo/DOID_4953,poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
206,http://purl.obolibrary.org/obo/DOID_4953,poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12086,Human poliovirus 3,,,12086
207,http://purl.obolibrary.org/obo/DOID_11104,spotted fever,http://purl.obolibrary.org/obo/NCBITaxon_780,Rickettsia,,,780
208,http://purl.obolibrary.org/obo/DOID_0050043,Israeli tick typhus,http://purl.obolibrary.org/obo/NCBITaxon_781,Rickettsia conorii,,,781
209,http://purl.obolibrary.org/obo/DOID_321,tropical spastic paraparesis,http://purl.obolibrary.org/obo/NCBITaxon_11908,Human T-lymphotropic virus 1,,,11908
210,http://purl.obolibrary.org/obo/DOID_8913,dermatophytosis,http://purl.obolibrary.org/obo/NCBITaxon_4890,Ascomycota,,,4890
211,http://purl.obolibrary.org/obo/DOID_4974,actinobacillosis,http://purl.obolibrary.org/obo/NCBITaxon_723,Actinobacillus ureae,,,723
212,http://purl.obolibrary.org/obo/DOID_2945,severe acute respiratory syndrome,http://purl.obolibrary.org/obo/NCBITaxon_227859,SARS coronavirus,,,227859
213,http://purl.obolibrary.org/obo/DOID_0050179,Powassan encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11083,Powassan virus,,,11083
214,http://purl.obolibrary.org/obo/DOID_4986,nonparalytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12083,Human poliovirus 2,,,12083
215,http://purl.obolibrary.org/obo/DOID_4986,nonparalytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
216,http://purl.obolibrary.org/obo/DOID_4986,nonparalytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12086,Human poliovirus 3,,,12086
217,http://purl.obolibrary.org/obo/DOID_0050456,Buruli ulcer disease,http://purl.obolibrary.org/obo/NCBITaxon_1809,Mycobacterium ulcerans,,,1809
218,http://purl.obolibrary.org/obo/DOID_1328,Rift Valley fever,http://purl.obolibrary.org/obo/NCBITaxon_11588,Rift Valley fever virus,,,11588
219,http://purl.obolibrary.org/obo/DOID_7551,gonorrhea,http://purl.obolibrary.org/obo/NCBITaxon_485,Neisseria gonorrhoeae,,,485
220,http://purl.obolibrary.org/obo/DOID_0050514,bulbospinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12083,Human poliovirus 2,,,12083
221,http://purl.obolibrary.org/obo/DOID_0050514,bulbospinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
222,http://purl.obolibrary.org/obo/DOID_0050514,bulbospinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12086,Human poliovirus 3,,,12086
223,http://purl.obolibrary.org/obo/DOID_0050195,Bolivian hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_11628,Machupo mammarenavirus,,,11628
224,http://purl.obolibrary.org/obo/DOID_11339,pneumocystosis,http://purl.obolibrary.org/obo/NCBITaxon_42068,Pneumocystis jirovecii,,,42068
225,http://purl.obolibrary.org/obo/DOID_13368,tinea profunda,http://purl.obolibrary.org/obo/NCBITaxon_523103,Trichophyton mentagrophytes,,,523103
226,http://purl.obolibrary.org/obo/DOID_10250,louping ill,http://purl.obolibrary.org/obo/NCBITaxon_11086,Louping ill virus,,,11086
227,http://purl.obolibrary.org/obo/DOID_14067,Plasmodium falciparum malaria,http://purl.obolibrary.org/obo/NCBITaxon_5833,Plasmodium falciparum,,,5833
228,http://purl.obolibrary.org/obo/DOID_2123,tularemia,http://purl.obolibrary.org/obo/NCBITaxon_263,Francisella tularensis,,,263
229,http://purl.obolibrary.org/obo/DOID_0050096,tinea barbae,http://purl.obolibrary.org/obo/NCBITaxon_523103,Trichophyton mentagrophytes,,,523103
230,http://purl.obolibrary.org/obo/DOID_0050096,tinea barbae,http://purl.obolibrary.org/obo/NCBITaxon_63417,Trichophyton verrucosum,,,63417
231,http://purl.obolibrary.org/obo/DOID_2473,opportunistic mycosis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,,,4751
232,http://purl.obolibrary.org/obo/DOID_0050481,endemic typhus,http://purl.obolibrary.org/obo/NCBITaxon_42862,Rickettsia felis,,,42862
233,http://purl.obolibrary.org/obo/DOID_0050481,endemic typhus,http://purl.obolibrary.org/obo/NCBITaxon_785,Rickettsia typhi,,,785
234,http://purl.obolibrary.org/obo/DOID_1273,respiratory syncytial virus infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11250,Human respiratory syncytial virus,,,11250
235,http://purl.obolibrary.org/obo/DOID_12978,Plasmodium vivax malaria,http://purl.obolibrary.org/obo/NCBITaxon_5855,Plasmodium vivax,,,5855
236,http://purl.obolibrary.org/obo/DOID_3298,vaccinia,http://purl.obolibrary.org/obo/NCBITaxon_10245,Vaccinia virus,,,10245
237,http://purl.obolibrary.org/obo/DOID_10843,Western equine encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11039,Western equine encephalitis virus,,,11039
238,http://purl.obolibrary.org/obo/DOID_2755,Mycobacterium avium complex disease,http://purl.obolibrary.org/obo/NCBITaxon_37162,Mycobacterium avium complex,,,37162
239,http://purl.obolibrary.org/obo/DOID_0050508,variola major,http://purl.obolibrary.org/obo/NCBITaxon_10255,Variola virus,,,10255
240,http://purl.obolibrary.org/obo/DOID_0050047,Flinders Island spotted fever,http://purl.obolibrary.org/obo/NCBITaxon_37816,Rickettsia honei,,,37816
241,http://purl.obolibrary.org/obo/DOID_0050042,Indian tick typhus,http://purl.obolibrary.org/obo/NCBITaxon_781,Rickettsia conorii,,,781
242,http://purl.obolibrary.org/obo/DOID_0050485,sennetsu fever,http://purl.obolibrary.org/obo/NCBITaxon_951,Neorickettsia sennetsu,,,951
243,http://purl.obolibrary.org/obo/DOID_4325,Ebola hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_186540,Sudan ebolavirus,,,186540
244,http://purl.obolibrary.org/obo/DOID_4325,Ebola hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_565995,Bundibugyo virus,,,565995
245,http://purl.obolibrary.org/obo/DOID_4325,Ebola hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_186538,Zaire ebolavirus,,,186538
246,http://purl.obolibrary.org/obo/DOID_8867,molluscum contagiosum,http://purl.obolibrary.org/obo/NCBITaxon_10279,Molluscum contagiosum virus,,,10279
247,http://purl.obolibrary.org/obo/DOID_4492,avian influenza,http://purl.obolibrary.org/obo/NCBITaxon_11320,Influenza A virus,,,11320
248,http://purl.obolibrary.org/obo/DOID_0050026,human monocytic ehrlichiosis,http://purl.obolibrary.org/obo/NCBITaxon_945,Ehrlichia chaffeensis,,,945
249,http://purl.obolibrary.org/obo/DOID_5362,focal epithelial hyperplasia,http://purl.obolibrary.org/obo/NCBITaxon_173087,Human papillomavirus types,,,173087
250,http://purl.obolibrary.org/obo/DOID_8729,milker's nodule,http://purl.obolibrary.org/obo/NCBITaxon_129726,Pseudocowpox virus,,,129726
251,http://purl.obolibrary.org/obo/DOID_9153,variola minor,http://purl.obolibrary.org/obo/NCBITaxon_10255,Variola virus,,,10255
252,http://purl.obolibrary.org/obo/DOID_0050513,spinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12086,Human poliovirus 3,,,12086
253,http://purl.obolibrary.org/obo/DOID_0050513,spinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12083,Human poliovirus 2,,,12083
254,http://purl.obolibrary.org/obo/DOID_0050513,spinal polio,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
255,http://purl.obolibrary.org/obo/DOID_0050308,Alkhurma hemorrhagic fever,http://purl.obolibrary.org/obo/NCBITaxon_172148,Alkhumra hemorrhagic fever virus,,,172148
256,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_89940,Cladophialophora bantiana,,,89940
257,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5600,Phialophora <Chaetothyriales>,,,5600
258,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5598,Alternaria,,,5598
259,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5498,Cladosporium,,,5498
260,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_86056,Rhinocladiella mackenziei,,,86056
261,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_66225,Phaeoannellomyces,,,66225
262,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5970,Exophiala dermatitidis,,,5970
263,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5579,Aureobasidium,,,5579
264,http://purl.obolibrary.org/obo/DOID_14049,phaeohyphomycosis,http://purl.obolibrary.org/obo/NCBITaxon_91493,Exserohilum,,,91493
265,http://purl.obolibrary.org/obo/DOID_12919,Plasmodium ovale malaria,http://purl.obolibrary.org/obo/NCBITaxon_36330,Plasmodium ovale,,,36330
266,http://purl.obolibrary.org/obo/DOID_13775,plantar wart,http://purl.obolibrary.org/obo/NCBITaxon_173087,Human papillomavirus types,,,173087
267,http://purl.obolibrary.org/obo/DOID_0050059,oropharyngeal anthrax,http://purl.obolibrary.org/obo/NCBITaxon_1392,Bacillus anthracis,,,1392
268,http://purl.obolibrary.org/obo/DOID_11256,typhus,http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria <prokaryote>,,,2
269,http://purl.obolibrary.org/obo/DOID_11256,typhus,http://purl.obolibrary.org/obo/NCBITaxon_780,Rickettsia,,,780
270,http://purl.obolibrary.org/obo/DOID_0050515,paralytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12086,Human poliovirus 3,,,12086
271,http://purl.obolibrary.org/obo/DOID_0050515,paralytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12083,Human poliovirus 2,,,12083
272,http://purl.obolibrary.org/obo/DOID_0050515,paralytic poliomyelitis,http://purl.obolibrary.org/obo/NCBITaxon_12080,Human poliovirus 1,,,12080
273,http://purl.obolibrary.org/obo/DOID_9682,yellow fever,http://purl.obolibrary.org/obo/NCBITaxon_11089,Yellow fever virus,,,11089
274,http://purl.obolibrary.org/obo/DOID_12179,tinea corporis,http://purl.obolibrary.org/obo/NCBITaxon_4890,Ascomycota,,,4890
275,http://purl.obolibrary.org/obo/DOID_12179,tinea corporis,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,,,4751
276,http://purl.obolibrary.org/obo/DOID_13371,scrub typhus,http://purl.obolibrary.org/obo/NCBITaxon_784,Orientia tsutsugamushi,,,784
277,http://purl.obolibrary.org/obo/DOID_0050720,ornithine translocase deficiency,http://purl.obolibrary.org/obo/NCBITaxon_29189,Ammonia,,,29189
278,http://purl.obolibrary.org/obo/DOID_0050052,Rocky Mountain spotted fever,http://purl.obolibrary.org/obo/NCBITaxon_783,Rickettsia rickettsii,,,783
279,http://purl.obolibrary.org/obo/DOID_8566,herpes simplex,http://purl.obolibrary.org/obo/NCBITaxon_10310,Human herpesvirus 2,,,10310
280,http://purl.obolibrary.org/obo/DOID_8566,herpes simplex,http://purl.obolibrary.org/obo/NCBITaxon_10298,Human herpesvirus 1,,,10298
281,http://purl.obolibrary.org/obo/DOID_2365,West Nile encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11082,West Nile virus,,,11082
282,http://purl.obolibrary.org/obo/DOID_0050211,swine influenza,http://purl.obolibrary.org/obo/NCBITaxon_11552,Influenza C virus,,,11552
283,http://purl.obolibrary.org/obo/DOID_0050211,swine influenza,http://purl.obolibrary.org/obo/NCBITaxon_11320,Influenza A virus,,,11320
284,http://purl.obolibrary.org/obo/DOID_0050025,human granulocytic anaplasmosis,http://purl.obolibrary.org/obo/NCBITaxon_948,Anaplasma phagocytophilum,,,948
285,http://purl.obolibrary.org/obo/DOID_0050288,penicilliosis,http://purl.obolibrary.org/obo/NCBITaxon_37727,Talaromyces marneffei,,,37727
286,http://purl.obolibrary.org/obo/MONDO_0006925,Fusobacteriaceae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_203492,Fusobacteriaceae,,,203492
287,http://purl.obolibrary.org/obo/MONDO_0005946,rhinosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_90339,Rhinosporidium seeberi,,,90339
288,http://purl.obolibrary.org/obo/MONDO_0000302,basidiobolomycosis,http://purl.obolibrary.org/obo/NCBITaxon_4859,Basidiobolus,,,4859
289,http://purl.obolibrary.org/obo/MONDO_0000302,basidiobolomycosis,http://purl.obolibrary.org/obo/NCBITaxon_4859,Basidiobolus,http://purl.obolibrary.org/obo/HP_0001482,Subcutaneous nodule,4859
290,http://purl.obolibrary.org/obo/MONDO_0005706,coccidioidomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5501,Coccidioides immitis,http://purl.obolibrary.org/obo/HP_0001369,Arthritis,5501
291,http://purl.obolibrary.org/obo/MONDO_0005706,coccidioidomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5501,Coccidioides immitis,,,5501
292,http://purl.obolibrary.org/obo/MONDO_0005706,coccidioidomycosis,http://purl.obolibrary.org/obo/NCBITaxon_5501,Coccidioides immitis,http://purl.obolibrary.org/obo/HP_0000509,Conjunctivitis,5501
293,http://purl.obolibrary.org/obo/MONDO_0005671,Blastocystis infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_12967,Blastocystis,,,12967
294,http://purl.obolibrary.org/obo/MONDO_0005896,Paramyxoviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11158,Paramyxoviridae,,,11158
295,http://purl.obolibrary.org/obo/MONDO_0002041,fungal infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_4751,Fungi,,,4751
296,http://purl.obolibrary.org/obo/MONDO_0002594,monkeypox,http://purl.obolibrary.org/obo/NCBITaxon_10244,Monkeypox virus,,,10244
297,http://purl.obolibrary.org/obo/MONDO_0002594,monkeypox,http://purl.obolibrary.org/obo/NCBITaxon_10244,Monkeypox virus,http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy,10244
298,http://purl.obolibrary.org/obo/MONDO_0001601,Plasmodium ovale malaria,http://purl.obolibrary.org/obo/NCBITaxon_36330,Plasmodium ovale,,,36330
299,http://purl.obolibrary.org/obo/MONDO_0037872,bordetellosis,http://purl.obolibrary.org/obo/NCBITaxon_517,Bordetella,,,517
300,http://purl.obolibrary.org/obo/MONDO_0005359,drug-induced liver injury,http://purl.obolibrary.org/obo/ECTO_0000509,exposure to drug,,,
301,http://purl.obolibrary.org/obo/MONDO_0005914,Picornaviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_12058,Picornaviridae,,,12058
302,http://purl.obolibrary.org/obo/MONDO_0007023,Yersinia infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_629,Yersinia <bacteria>,,,629
303,http://purl.obolibrary.org/obo/MONDO_0000330,endemic typhus,http://purl.obolibrary.org/obo/NCBITaxon_785,Rickettsia typhi,,,785
304,http://purl.obolibrary.org/obo/MONDO_0000330,endemic typhus,http://purl.obolibrary.org/obo/NCBITaxon_42862,Rickettsia felis,,,42862
305,http://purl.obolibrary.org/obo/MONDO_0044344,Schistosoma japonicum infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6182,Schistosoma japonicum,,,6182
306,http://purl.obolibrary.org/obo/MONDO_0015474,cryptosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_5807,Cryptosporidium parvum,,,5807
307,http://purl.obolibrary.org/obo/MONDO_0015474,cryptosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_5807,Cryptosporidium parvum,http://purl.obolibrary.org/obo/HP_0001824,Weight loss,5807
308,http://purl.obolibrary.org/obo/MONDO_0015474,cryptosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_5807,Cryptosporidium parvum,http://purl.obolibrary.org/obo/MONDO_0001517,dysentery,5807
309,http://purl.obolibrary.org/obo/MONDO_0015474,cryptosporidiosis,http://purl.obolibrary.org/obo/NCBITaxon_5807,Cryptosporidium parvum,http://purl.obolibrary.org/obo/HP_0001944,Dehydration,5807
310,http://purl.obolibrary.org/obo/MONDO_0005788,hepatitis E,http://purl.obolibrary.org/obo/NCBITaxon_12461,Hepatitis E virus,,,12461
311,http://purl.obolibrary.org/obo/MONDO_0005788,hepatitis E,http://purl.obolibrary.org/obo/NCBITaxon_12461,Hepatitis E virus,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,12461
312,http://purl.obolibrary.org/obo/MONDO_0005788,hepatitis E,http://purl.obolibrary.org/obo/NCBITaxon_12461,Hepatitis E virus,http://purl.obolibrary.org/obo/HP_0000952,Jaundice,12461
313,http://purl.obolibrary.org/obo/MONDO_0005116,Whipple disease,http://purl.obolibrary.org/obo/NCBITaxon_2039,Tropheryma whipplei,,,2039
314,http://purl.obolibrary.org/obo/MONDO_0019535,drug-induced autoimmune hemolytic anemia,http://purl.obolibrary.org/obo/ECTO_0000509,exposure to drug,,,
315,http://purl.obolibrary.org/obo/MONDO_0005725,cyclosporiasis,http://purl.obolibrary.org/obo/NCBITaxon_44417,Cyclospora,,,44417
316,http://purl.obolibrary.org/obo/MONDO_0019378,la Crosse encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11577,La Crosse virus,http://purl.obolibrary.org/obo/HP_0003470,Paralysis,11577
317,http://purl.obolibrary.org/obo/MONDO_0019378,la Crosse encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11577,La Crosse virus,http://purl.obolibrary.org/obo/HP_0001259,Coma,11577
318,http://purl.obolibrary.org/obo/MONDO_0019378,la Crosse encephalitis,http://purl.obolibrary.org/obo/NCBITaxon_11577,La Crosse virus,,,11577
319,http://purl.obolibrary.org/obo/MONDO_0018984,Oroya fever,http://purl.obolibrary.org/obo/NCBITaxon_774,Bartonella bacilliformis,,,774
320,http://purl.obolibrary.org/obo/MONDO_0005762,Filoviridae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_11266,Filoviridae,,,11266
321,http://purl.obolibrary.org/obo/MONDO_0000345,Oropouche fever,http://purl.obolibrary.org/obo/NCBITaxon_118655,Oropouche virus,,,118655
322,http://purl.obolibrary.org/obo/MONDO_0000345,Oropouche fever,http://purl.obolibrary.org/obo/NCBITaxon_118655,Oropouche virus,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,118655
323,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_61172,,,,61172
324,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_61172,,http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,61172
325,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_61172,,http://purl.obolibrary.org/obo/HP_0002113,Pulmonary infiltrates,61172
326,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37962,,,,37962
327,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37962,,http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,37962
328,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37962,,http://purl.obolibrary.org/obo/HP_0002113,Pulmonary infiltrates,37962
329,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37705,,,,37705
330,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37705,,http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,37705
331,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_37705,,http://purl.obolibrary.org/obo/HP_0002113,Pulmonary infiltrates,37705
332,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_46607,,,,46607
333,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_46607,,http://purl.obolibrary.org/obo/HP_0100598,Pulmonary edema,46607
334,http://purl.obolibrary.org/obo/MONDO_0017879,hantavirus pulmonary syndrome,http://purl.obolibrary.org/obo/NCBITaxon_46607,,http://purl.obolibrary.org/obo/HP_0002113,Pulmonary infiltrates,46607
335,http://purl.obolibrary.org/obo/MONDO_0018312,histoplasmosis,http://purl.obolibrary.org/obo/NCBITaxon_5036,Histoplasma,,,5036
336,http://purl.obolibrary.org/obo/MONDO_0005141,Pseudomonas infection,http://purl.obolibrary.org/obo/NCBITaxon_286,Pseudomonas,,,286
337,http://purl.obolibrary.org/obo/MONDO_0017941,chikungunya,http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya virus,,,37124
338,http://purl.obolibrary.org/obo/MONDO_0017941,chikungunya,http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya virus,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia,37124
339,http://purl.obolibrary.org/obo/MONDO_0017941,chikungunya,http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya virus,http://purl.obolibrary.org/obo/MONDO_0006547,exanthem (disease),37124
340,http://purl.obolibrary.org/obo/MONDO_0017941,chikungunya,http://purl.obolibrary.org/obo/NCBITaxon_37124,Chikungunya virus,http://purl.obolibrary.org/obo/HP_0000988,Skin rash,37124
341,http://purl.obolibrary.org/obo/MONDO_0001449,lymphocytic choriomeningitis,http://purl.obolibrary.org/obo/NCBITaxon_11623,Lymphocytic choriomeningitis mammarenavirus,,,11623
342,http://purl.obolibrary.org/obo/MONDO_0042458,Trichinella spiralis infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_6334,Trichinella spiralis,,,6334
343,http://purl.obolibrary.org/obo/MONDO_0005526,tetanus,http://purl.obolibrary.org/obo/NCBITaxon_1513,Clostridium tetani,,,1513
344,http://purl.obolibrary.org/obo/MONDO_0005719,coronavinae infectious disease,http://purl.obolibrary.org/obo/NCBITaxon_693995,Coronavirinae,,,693995
345,http://purl.obolibrary.org/obo/MONDO_0002418,ethmoid sinus adenocarcinoma,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,,,
346,http://purl.obolibrary.org/obo/MONDO_0005122,Pectobacterium carotovorum infection,http://purl.obolibrary.org/obo/NCBITaxon_122277,Pectobacterium,,,122277
347,http://purl.obolibrary.org/obo/MONDO_0005894,paracoccidioidomycosis,http://purl.obolibrary.org/obo/NCBITaxon_121759,Paracoccidioides brasiliensis,,,121759
348,http://purl.obolibrary.org/obo/MONDO_0001423,drug-induced mental disorder,http://purl.obolibrary.org/obo/ECTO_0000509,exposure to drug,,,
349,http://purl.obolibrary.org/obo/MONDO_0005880,oesophagostomiasis,http://purl.obolibrary.org/obo/NCBITaxon_52564,Oesophagostomum,,,52564
350,http://purl.obolibrary.org/obo/MONDO_0005373,meningococcal infection,http://purl.obolibrary.org/obo/NCBITaxon_487,Neisseria meningitidis,,,487
351,http://purl.obolibrary.org/obo/MONDO_0000778,fruit allergy,http://purl.obolibrary.org/obo/PO_0009001,fruit,,,
352,http://purl.obolibrary.org/obo/MONDO_0000794,beta-lactam allergy,http://purl.obolibrary.org/obo/CHEBI_35627,beta-lactam,,,
